comment_id,author,comment,likes,published,video_id,parent_id,raw,clean_comment,lang,neg,neu,pos,compound,sentiment_vader
UgxyIGI_BOnwvK31Kc54AaABAg,@GabrielmVIX,Lately I got interested in crypto trading. I heard that active trading delivers better results than the traditional “buy and hold” strategy. Please how does it work?,1,2025-10-19 14:04:31+00:00,n9pbzuUpbGg,,"{'channelId': 'UCUMZ7gohGI9HcU9VNsr2FJQ', 'videoId': 'n9pbzuUpbGg', 'textDisplay': 'Lately I got interested in crypto trading. I heard that active trading delivers better results than the traditional “buy and hold” strategy. Please how does it work?', 'textOriginal': 'Lately I got interested in crypto trading. I heard that active trading delivers better results than the traditional “buy and hold” strategy. Please how does it work?', 'authorDisplayName': '@GabrielmVIX', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AIdro_lnnqzXEB5YoM6YIqlN8Gg-GgI4xfJDa-2WVLAl-PLX4SL08LlOSPCZoilDvYHVThuyjQ=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/@GabrielmVIX', 'authorChannelId': {'value': 'UC1NNTFaYHC9IU2RFHKot_oQ'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 1, 'publishedAt': '2025-10-19T14:04:31Z', 'updatedAt': '2025-10-19T14:04:31Z'}",Lately I got interested in crypto trading. I heard that active trading delivers better results than the traditional “buy and hold” strategy. Please how does it work?,en,0.0,0.685,0.315,0.8625,Positive
UgytzUHFmJn6SoWdMKR4AaABAg,@deepaksubramony5438,"The dollar's debasement has been caused entirely by the crazy, deranged policies of ONE man. I wonder how much gold have his six enablers on the US Supreme Court bought for themselves since his inauguration???",0,2025-10-19 13:45:40+00:00,n9pbzuUpbGg,,"{'channelId': 'UCUMZ7gohGI9HcU9VNsr2FJQ', 'videoId': 'n9pbzuUpbGg', 'textDisplay': ""The dollar's debasement has been caused entirely by the crazy, deranged policies of ONE man. I wonder how much gold have his six enablers on the US Supreme Court bought for themselves since his inauguration???"", 'textOriginal': ""The dollar's debasement has been caused entirely by the crazy, deranged policies of ONE man. I wonder how much gold have his six enablers on the US Supreme Court bought for themselves since his inauguration???"", 'authorDisplayName': '@deepaksubramony5438', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AIdro_nVofjn44qoQViF5vkN3Z8t_Yf8aCBfN5sMigHQMlZTmB4=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/@deepaksubramony5438', 'authorChannelId': {'value': 'UCC_19ksOlxb-19ET1YLuCNA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2025-10-19T13:45:40Z', 'updatedAt': '2025-10-19T13:45:40Z'}","The dollar's debasement has been caused entirely by the crazy, deranged policies of ONE man. I wonder how much gold have his six enablers on the US Supreme Court bought for themselves since his inauguration???",en,0.067,0.829,0.104,0.3562,Positive
Ugxf4klVsItLD45JHK54AaABAg,@umeshchittirai,"US itself is responsible for the downfall of USD.
And now it would be really difficult for US to gain the same confidence on dollars it had once",0,2025-10-19 13:27:45+00:00,n9pbzuUpbGg,,"{'channelId': 'UCUMZ7gohGI9HcU9VNsr2FJQ', 'videoId': 'n9pbzuUpbGg', 'textDisplay': 'US itself is responsible for the downfall of USD.\nAnd now it would be really difficult for US to gain the same confidence on dollars it had once', 'textOriginal': 'US itself is responsible for the downfall of USD.\nAnd now it would be really difficult for US to gain the same confidence on dollars it had once', 'authorDisplayName': '@umeshchittirai', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AIdro_lvCZssSNK-R1uDguRfhW0J0s26chL4uBgwHyUzf0Y6sfi6=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/@umeshchittirai', 'authorChannelId': {'value': 'UCDlWRWzTa56HiIXa5aE5wrg'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2025-10-19T13:27:45Z', 'updatedAt': '2025-10-19T13:27:45Z'}",US itself is responsible for the downfall of USD. And now it would be really difficult for US to gain the same confidence on dollars it had once,en,0.078,0.671,0.251,0.7357,Positive
Ugz1BXSIvUFJ0jG54xV4AaABAg,@JanRozsypal-s7x,I will sell you ll my gold now and buy it from you in one year 😉,0,2025-10-19 13:16:00+00:00,n9pbzuUpbGg,,"{'channelId': 'UCUMZ7gohGI9HcU9VNsr2FJQ', 'videoId': 'n9pbzuUpbGg', 'textDisplay': 'I will sell you ll my gold now and buy it from you in one year 😉', 'textOriginal': 'I will sell you ll my gold now and buy it from you in one year 😉', 'authorDisplayName': '@JanRozsypal-s7x', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AIdro_ktf9w-_Y-Ykk2WaCOrvRvto-DqwRfZrCwkWm-etOgO-lhcHcpTYkUtyPAuK6d42C4TAw=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/@JanRozsypal-s7x', 'authorChannelId': {'value': 'UCHuR3iD_fKm41XwzaVRIb2w'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2025-10-19T13:16:00Z', 'updatedAt': '2025-10-19T13:16:14Z'}",I will sell you ll my gold now and buy it from you in one year 😉,en,0.0,1.0,0.0,0.0,Neutral
UgxYhSQ8PfaybpzYzlR4AaABAg,@akshaymalhotra597,What was the takeaway?,0,2025-10-19 11:10:55+00:00,n9pbzuUpbGg,,"{'channelId': 'UCUMZ7gohGI9HcU9VNsr2FJQ', 'videoId': 'n9pbzuUpbGg', 'textDisplay': 'What was the takeaway?', 'textOriginal': 'What was the takeaway?', 'authorDisplayName': '@akshaymalhotra597', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AIdro_k07HikUiFmFJjj94w21nRqPD5zfnSr-1wKg0VnWB9hGpON=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/@akshaymalhotra597', 'authorChannelId': {'value': 'UCD8Um4LBjHxED5_ZNworSYA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2025-10-19T11:10:55Z', 'updatedAt': '2025-10-19T11:10:55Z'}",What was the takeaway?,en,0.0,1.0,0.0,0.0,Neutral
UgyYgJFpf4bzOjLKtkx4AaABAg,@ET2025-mva,seasonal pattern for gold is ONE PIECE,0,2025-10-19 10:51:23+00:00,n9pbzuUpbGg,,"{'channelId': 'UCUMZ7gohGI9HcU9VNsr2FJQ', 'videoId': 'n9pbzuUpbGg', 'textDisplay': 'seasonal pattern for gold is ONE PIECE', 'textOriginal': 'seasonal pattern for gold is ONE PIECE', 'authorDisplayName': '@ET2025-mva', 'authorProfileImageUrl': 'https://yt3.ggpht.com/p2MNrgo3c5jUjkgH9GhiTZIeUXWIi4abpE6pMTljcO8jbZ6EKYpdjypyHXk7pzst9nvjzgFO9Jk=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/@ET2025-mva', 'authorChannelId': {'value': 'UCM55NInCzL-dStKYxqwwwJw'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2025-10-19T10:51:23Z', 'updatedAt': '2025-10-19T10:51:23Z'}",seasonal pattern for gold is ONE PIECE,en,0.0,1.0,0.0,0.0,Neutral
Ugz4Djzmvnm2wAcgsm94AaABAg,@DavidGersteins,"Purchased Turkish Centauri honey at $3,500.00  per kilogram. By 2025, its value skyrocketed to $15,000.00per kilogram  sold at once —Outperforming gold and most other traditional assets. Today, prices are climbing rapidly and could reach $1 million per kilogram, making it an extraordinary wealth-building opportunity.",0,2025-10-19 09:33:08+00:00,n9pbzuUpbGg,,"{'channelId': 'UCUMZ7gohGI9HcU9VNsr2FJQ', 'videoId': 'n9pbzuUpbGg', 'textDisplay': 'Purchased Turkish Centauri honey at $3,500.00  per kilogram. By 2025, its value skyrocketed to $15,000.00per kilogram  sold at once —Outperforming gold and most other traditional assets. Today, prices are climbing rapidly and could reach $1 million per kilogram, making it an extraordinary wealth-building opportunity.', 'textOriginal': 'Purchased Turkish Centauri honey at $3,500.00  per kilogram. By 2025, its value skyrocketed to $15,000.00per kilogram  sold at once —Outperforming gold and most other traditional assets. Today, prices are climbing rapidly and could reach $1 million per kilogram, making it an extraordinary wealth-building opportunity.', 'authorDisplayName': '@DavidGersteins', 'authorProfileImageUrl': 'https://yt3.ggpht.com/hXb1p3_BylK7HINSgV7QgnKET3ZT3xUZ_ONc73Qbu2g-L-tFC1-ER_yK4L7v1guWHkye4qb3Bg=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/@DavidGersteins', 'authorChannelId': {'value': 'UCjNqjp25ZIY6eHfu4p0_gRQ'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2025-10-19T09:33:08Z', 'updatedAt': '2025-10-19T09:33:08Z'}","Purchased Turkish Centauri honey at $3,500.00 per kilogram. By 2025, its value skyrocketed to $15,000.00per kilogram sold at once —Outperforming gold and most other traditional assets. Today, prices are climbing rapidly and could reach $1 million per kilogram, making it an extraordinary wealth-building opportunity.",en,0.0,0.829,0.171,0.7402,Positive
UgxMzoor5ihvdPR0qoZ4AaABAg,@quasifex3869,"Gold is overrated. What has real value in troubled times is pure water, food and ammo.",0,2025-10-19 09:24:14+00:00,n9pbzuUpbGg,,"{'channelId': 'UCUMZ7gohGI9HcU9VNsr2FJQ', 'videoId': 'n9pbzuUpbGg', 'textDisplay': 'Gold is overrated. What has real value in troubled times is pure water, food and ammo.', 'textOriginal': 'Gold is overrated. What has real value in troubled times is pure water, food and ammo.', 'authorDisplayName': '@quasifex3869', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AIdro_lZtLzeaAC_dg--basHgRJQ3oXyqA-GtV2cdnP8r-mxLtQ=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/@quasifex3869', 'authorChannelId': {'value': 'UC8rEBBrjT7UrHDm0YqHlJvg'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2025-10-19T09:24:14Z', 'updatedAt': '2025-10-19T09:24:14Z'}","Gold is overrated. What has real value in troubled times is pure water, food and ammo.",en,0.155,0.722,0.124,-0.1531,Negative
UgxIE2CHo8C6CoqrMeh4AaABAg,@CosmoChill-y1l,Sounds like CIA propaganda,0,2025-10-19 09:01:42+00:00,n9pbzuUpbGg,,"{'channelId': 'UCUMZ7gohGI9HcU9VNsr2FJQ', 'videoId': 'n9pbzuUpbGg', 'textDisplay': 'Sounds like CIA propaganda', 'textOriginal': 'Sounds like CIA propaganda', 'authorDisplayName': '@CosmoChill-y1l', 'authorProfileImageUrl': 'https://yt3.ggpht.com/ytc/AIdro_mFwh2IrAgSRZ0bfsBI6zmAunMhdQdLYWio4gGzQHiQAgS8RJeBxykBSv3CKlCmqo2Z-A=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/@CosmoChill-y1l', 'authorChannelId': {'value': 'UCSuxRXI_Vc3K8DwRKn2hmHg'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2025-10-19T09:01:42Z', 'updatedAt': '2025-10-19T09:01:42Z'}",Sounds like CIA propaganda,no,0.308,0.308,0.385,0.128,Positive
Ugyt9ixgBctjWSYgdj14AaABAg,@EcoRundown8888,Every gold rally is really a confidence crisis in disguise.,0,2025-10-19 08:06:21+00:00,n9pbzuUpbGg,,"{'channelId': 'UCUMZ7gohGI9HcU9VNsr2FJQ', 'videoId': 'n9pbzuUpbGg', 'textDisplay': 'Every gold rally is really a confidence crisis in disguise.', 'textOriginal': 'Every gold rally is really a confidence crisis in disguise.', 'authorDisplayName': '@EcoRundown8888', 'authorProfileImageUrl': 'https://yt3.ggpht.com/BUuD7o0RfWg_KE3N0jMJGZ7qcbUSNNZaVDyG3GNJNwa-f8XhDYqaPGCukMFGtao-XaSPp2hzWqE=s48-c-k-c0x00ffffff-no-rj', 'authorChannelUrl': 'http://www.youtube.com/@EcoRundown8888', 'authorChannelId': {'value': 'UCkElFhHMyTAA5tY4R7cmaxA'}, 'canRate': True, 'viewerRating': 'none', 'likeCount': 0, 'publishedAt': '2025-10-19T08:06:21Z', 'updatedAt': '2025-10-19T08:06:21Z'}",Every gold rally is really a confidence crisis in disguise.,en,0.376,0.413,0.211,-0.4186,Negative
